,author
رويترز - روسيا,1
بريمن - (د.ب.أ):,1
زوريخ - أ ف ب:,1
بوكا جونيورز - (د ب أ):,1
الوكالات - فيينا,1
الخبر - ظافر الدوسري:,1
رياض الخبراء - ناصر الغرابي/ تصوير - ناصر الغرابي:,1
حوطة سدير - ناصرالعريج / تصوير - محمد الماجد:,1
سبق- الوكالات:,1
شقراء - عبدالله المقحم:,1
الجزيرة - صالح الدواس:,1
بدر الدوسري – النعيرية,1
الأسياح - تركي الفهيد:,1
ثادق - محمد الحميضي:,1
اف ب ـ لشبونة,1
وكالات - كاليفورنيا,1
الجزيرة:,1
سبق- الجبيل:,1
الجزيرة - محمد السلامة:,1
زوريخ - (ا ف ب):,1
بالتيمور - (أ ف ب):,1
&nbsp;رويترز (الرياض),1
عبدالحكيم شار- سبق:,1
عبداللطيف المحيسن- الاحساء,1
لوس انجليس (كاليفورنيا) - رويترز:,1
&nbsp;صباح مبارك (مكة المكرمة ),1
 حاوره:عبدالله الغضوي (باريس),1
&nbsp;صباح مبارك (مكة المكرمة),1
عوض الفهمي- سبق- مكة المكرمة:,1
&nbsp;حاوره: عبدالله الغضوي (باريس - هاتفيا),1
&nbsp;- لماذا لا يطوَّر نظام (المنافسات والمشتريات الحكومية) ليقف بشكل صارم أمام التجاوزات.. وتُشدَّد المراقبة على المشتريات الحكومية؟,1
&nbsp;وكالات (دمشق),1
الإسكندرية: داليا عاصم,1
محمد رضا,1
نيويورك: جوشوا كريش,1
&nbsp;سيف محمد الشويلعي (حائل),1
&nbsp;رويترز (الأمم المتحدة),1
سبق - الوكالات:,1
&nbsp;فليح ملاك (رفحاء),1
سعود الدعجاني – سبق – بيشة :,1
أيمن حسن– سبق:,1
لندن - زيوريخ: «الشرق الأوسط»,1
واشنطن: دومينيك باسولتو,1
نيويورك: كارل زيمر,1
سويد الحارثي- سبق- خثعم:,1
&nbsp;واس (جازان),1
واشنطن: إيمي إيليس نات,1
واشنطن: أندريا بيترسون,1
واشنطن: مات ماكفارلاند,1
&nbsp;شوقي عبدالقادر (القاهرة),1
بيروت: جوسلين إيليا,1
عيسى الحربي- سبق- سالزبورج:,1
- الاستقدام لم يعد ترفاً أو وجاهة اجتماعية بقدر ما هو حاجة مُلحة لكثير من الموظفات والمعلمات السعوديات والمرضى وكبار السن.,1
دبي: جوسلين إيليا,1
جنوب أفريقيا  لندن: «الشرق الأوسط»,1
لندن: عضوان الأحمري,1
&nbsp;مهدي السروري (جازان),1
ا ف ب - نيويورك,1
&nbsp;محمد الكادومي (جازان),1
صنعاء: عرفات مدابش  - عدن: محمد علي محسن,1
قناة السويس (مصر):  عبد الستار حتيتة,1
الجفرة (جنوب شرقي ليبيا):  عبد الستار حتيتة,1
ياسر العتيبي، محمد الزهراني- سبق- الباحة:,1
سعود الدعجاني، ذياب الشمري- &nbsp;سبق- الرياض:,1
&nbsp;أحمد عبد الله (القاهرة),1
نيويورك: جوزيف براودي,1
أبوظبي: سلطان محمد النعيمي,1
واس- جازان:,1
سعود الدعجاني- سبق:,1
زيد الخمشي- الرياض- سبق:,1
ميلانو: جميلة حلفيشي,1
حاتم العميري- سبق- مكة المكرّمة:,1
 سبق - بلقرن:,1
باريس:{الشرق الأوسط},1
‏‫عبدالله البرقاوي- سبق- الرياض:,1
سعود الدعجاني – سبق – رنيه:,1
واس- عمان:,1
ا ف ب - اسلام اباد,1
مقديشو: «الشرق الأوسط»,1
الرياض: عماد المفوز - الدمام: علي القطان,1
بالم سبرينغز (كاليفورنيا): محمد رُضا,1
لندن:«الشرق الأوسط»,1
- التغييرات الجديدة تعكس رغبةً صادقةً من ولاة الأمر في تحقيق الإصلاح والتطوير وفق عمل منظم ورؤية واضحة وفاعلة.,1
فرانكفورت: «الشرق الأوسط»,1
لندن - لوس أنجليس: «الشرق الأوسط»,1
نيويورك: جينيفر جولي,1
نيويورك: براين إكس شين,1
طنجة: «الشرق الأوسط»,1
القاهرة: أحمد الغمراوي  وسوسن أبو حسين,1
نيويورك: فانيسا فريدمان,1
عسير - نجران: «الشرق الأوسط»,1
نيويورك: غريغوري شميدت,1
نيويورك: فرهاد مانجو,1
واشنطن: كارين تومولتي  ودان بلاز وبول كين,1
الأحواز (إيران): عادل السالمي,1
مراكش: جميلة حلفيشي,1
نيويورك: أليسا روبين,1
روما: عبد الرحمن البيطار,1
موناكو: «الشرق الأوسط»,1
بالي (إندونيسيا): جوسلين إيليا,1
دبي: هاني نسيره,1
لندن - بالو ألتو (أميركا): («الشرق الأوسط»),1
- واقع الحدائق العامة وممرات الرياضية لا يتناسب مع حجم الميزانية المعتمدة ومليارات الريالات المخصصة لها.,1
لندن – هانوي: «الشرق الأوسط»,1
&nbsp;عكاظ (الدمام),1
لشبونة: أليسون غريغور,1
صنعاء: عرفات مدابش - عدن: محمد علي محسن - الرياض: ناصر الحقباني,1
بودابست: أليسون غريغور,1
الرياض: فهد الذيابي - القاهرة: أحمد الغمراوي  وسوسن أبو حسين,1
أربيل: دلشاد عبد الله  -  أنقرة: «الشرق الأوسط»,1
محمد رُضا: بالم سبرينغز  (ولاية كاليفورنيا):,1
&nbsp;سعد سعود البحيثي (المدينة المنورة),1
&nbsp;خالد الحميدي (مكة المكرمة)، سعاد الشمراني (الرياض),1
&nbsp;واس (سكاكا، القصيم)، بديعة حسن (تبوك),1
&nbsp;خالد طاشكندي (جدة)، فارس القحطاني (الرياض),1
بالم سبرينغز (كاليفورنيا):  محمد رُضا,1
أ ف ب ـ ساو باولو,1
الرياض: ناصر الحقباني  صنعاء: عرفات مدابش,1
&nbsp;عبدالله الذبياني (مكة المكرمة),1
أنيسي (فرنسا): محمد رُضا,1
لندن – دبي: «الشرق الأوسط»,1
بكين: ديفيد باربوزا,1
لندن – دبي: «الشر ق الأوسط»,1
- ما نتيجة كل هذا &quot;الضخ&quot; اليومي المليء بالأفكار المسمومة والجدل الفقهي والشائعات المغرضة.. إلا مزيد من التطاول والكراهية نحو الآخر؟,1
لندن - بروكسل: «الشرق الأوسط»,1
يوسف سفر، خالد الشاماني- سبق- المدينة المنورة:,1
مكسيكو سيتي: «الشرق الأوسط»,1
&nbsp;أ ف ب (بولي علم),1
ا ف ب - بيروت,1
&nbsp;أ ف ب (زيوريخ),1
ديمتري سيفاستوبولو من واشنطن,1
احمد العتيبي- الرياض,1
سعود الدعجاني- سبق- عسير:,1
"""الاقتصادية"" من واشنطن",1
&nbsp;مستور الشهراني (خميس مشيط),1
&nbsp;أ ف ب (ريو دي جانيرو),1
- &quot;المجلس الاقتصادي&quot; يُعَد عهداً جديداً وسينهي الاحتكار ويعالج مشكلات البطالة والفقر بفرض رسوم الأراضي.&nbsp;,1
ديفيد آكس من واشنطن,1
&nbsp;محمد النعمي,1
 فاطمة العمري (جدة),1
 حسين بن حمد الرقيب,1
&nbsp;مقبول بن عبدالله الغامدي,1
محمد جبر الحربي*,1
 خالد طاشكندي (جدة),1
عبدالإله القحطاني- سبق- الرياض:,1
 واس (لندن),1
بيروت : رويترز,1
فيلادلفيا : رويترز,1
وام- أبوظبي:,1
مدريد : (د ب أ),1
بيجي هولينجر من ليفربول,1
 واس (الأحساء),1
مكسيكو سيتي - لندن:  «الشرق الأوسط»,1
 محمد الشقيران (بريدة),1
ريم سليمان - سبق - جدة:,1
&nbsp;رويتر (نيويورك),1
&nbsp;رويترز (لوس انجليس),1
ا ف ب - نيقوسيا,1
&nbsp;اعداد: الدكتور عبد الرزاق عبد العزيز المرجان,1
نادية الفواز- سبق- أبها:,1
د ب ا - الكويت,1
&nbsp;خالد العدل (بريدة),1
&nbsp;محمد المالكي (الداير بني مالك),1
عرعر : واس,1
أحمد البراهيم- جازان:,1
 أ ف ب (الكويت),1
&nbsp;بندر الدغمي (طريف),1
&nbsp;خالد الذيابي (العطيف),1
خالد بن محمد العنقري,1
 خالد آل مريح، محمد طالبي (أبها),1
لورا نونان من نيويورك,1
رويترز ـ دونيتسك,1
بيجي هولنيجر من لندن,1
رويترز - ريو دي جانيرو,1
 وكالات (الدوحة),1
الامم المتحدة (الولايات المتحدة) : (أ ف ب),1
فرنكفورت : رويترز,1
اسطنبول : رويترز,1
 قراءة: بن عامر بكي,1
لوس انجليس : (د ب ا),1
 الوكالات (طوكيو),1
 الوكالات (أوسلو),1
سيول : (ا ف ب),1
القاهرة : (د ب ا),1
محمد شعوان- سبق- متابعة:,1
&nbsp;الوكالات (واشنطن),1
أبوظبي : (د ب ا),1
&nbsp;الوكالات (عواصم),1
واشنطن  : د ب ا,1
بروكسل : (د ب أ),1
جنيف : (رويترز),1
&nbsp;وكالات (عواصم),1
جدة - لندن: «الشرق الأوسط»,1
باماكو - لندن: «الشرق الأوسط»,1
لوس أنجليس - لندن: «الشرق الأوسط»,1
خالد السويلمي- سبق- عمان:,1
واس- الطائف:,1
سيول - لندن: «الشرق الأوسط»,1
&nbsp;محمد مكي (جازان),1
أديس أبابا: أحمد يونس,1
 رويترز (مدريد),1
 إحسان بن صالح طيب *,1
تبوك : واس,1
 أحمد الشميري، رويترز (صنعاء ، عدن),1
الدوحة : (رويترز),1
 هناء البنهاوي، أحمد السيد (القاهرة),1
&nbsp;رويترز (أثينا),1
سياتل : (رويترز),1
كوالالمبور : (رويترز),1
&nbsp;رويترز (سنغافورة),1
سنغافورة : (رويترز),1
واس- صنعاء:,1
 زياد عيتاني (هاتفيا – تركيا),1
سول : (د ب ا),1
&nbsp;صالح الحربي (سيدني),1
القاهرة : (ا ف ب),1
 محمد شحار - جازان,1
لوس أنجليس : (د ب ا),1
 رزان سعد الشايع,1
 عادل النجار  (جدة),1
مانيلا : (رويترز),1
سيدني : (د ب ا),1
&nbsp;وكالات (لندن),1
 وكالات (روما),1
اليوم - الاسكندرية,1
نافل السبيعي &ndash; سبق:,1
الكويت - الوئام,1
الجوف - خالد لمسلم:,1
الرياض ـ علي القرني,1
سبق - أبها :,1
حمد بن إبراهيم المنيف,1
الرياض - الوئام - علي القرني :,1
سوريا - الوئام :,1
دبي - الوئام - حسين العبادي :,1
جيزان-الوئام:,1
الطائف - فهد الثبيتي:,1
جازان - أحمد حكمي / تصوير- طلال ذيابي:,1
عبدالكريم الحمد ـ الرياض,1
الرياضي ـ الكويت,1
عبد الله الحربي,1
مروان المريسي- سبق- الرياض:,1
نص البيان:,1
د.موسى بن عيسى العويس,1
ام الدوم - الوئام - عبدالله العازمي :,1
الرياضي ـ الرياض,1
- الفاسدون لا يزالون يبنون أشكالاً جمالية في مكة والرياض وجدة رغم النقص الحاد في المستشفيات والمدارس والبنية التحتية.,1
نيقوسيا -الوئام- (ا ف ب):,1
الرمادي - د ب أ :,1
الوئام - الاناضول,1
عبدالعزيز المريسل - الرياض,1
كليرليك - (أ.ف.ب):,1
الأفلاج-الوئام:,1
عبدالعزيز الشيخ ـ جدة,1
القاهرة – مكتب الجزيرة – ياسين عبد العليم:,1
طهران: توماس اردبرينك,1
كوالالمبور ـ رويترز:,1
عمان : واس,1
سبق &ndash; أبها:,1
محمود وهبي ـ جدة,1
الكويت:أ ف ب,1
حوار ـ محمد المرحبي,1
ليفربول - الوئام :,1
الدوحة - واس - الجزيرة - محمد السنيد - موسكو - سعيد طانيوس:,1
ماجد هود ـ جدة,1
أبها - عبدالله الهاجري / تصوير - عبدالله شجاع:,1
اسطنبول - (أ.ف.ب):,1
زيوريخ -الوئام:,1
لوس أنجليس -الوئام:,1
حوار - حاتم البراهيم,1
بوينوس ايرس-الوئام:,1
القدس - بلال أبو دقة -  رندة أحمد:,1
المدينة المنورة - واس - مروان قصاص:,1
جدة- سبق:,1
برلين - سيله (ألمانيا):  «الشرق الأوسط»,1
نيويورك - الوئام- أ. ف. ب:,1
